age,tenure_months,hour_spend_on_app,visits_last_month,avg_purchase_value,number_devices,delivery_distance_km,satisfaction_score,loyalty_score,gender,preferred_payment,preferred_category,discount_offer,review_text
29,8.0,6.3,4,156.06,2,12.6,4,0.402,male,Credit Card,Fashion,0,
66,33.0,7.6,6,157.17,5,19.2,5,0.574,female,Debit Card,Laptop & Accessory,0,Experience was fine overall.
41,10.9,5.2,2,42.17,2,19.2,4,0.509,female,Credit Card,Mobile,1,Average service.
38,24.6,6.4,5,57.65,3,2.5,4,0.431,female,Credit Card,Fashion,1,
28,16.8,5.8,3,237.87,4,4.0,5,0.534,male,Credit Card,Home & Kitchen,0,Average service.
29,6.9,7.6,4,78.42,1,6.5,4,0.366,female,Credit Card,Laptop & Accessory,0,
27,11.3,8.1,2,46.05,3,9.0,3,0.456,male,Credit Card,Fashion,1,
44,10.6,6.3,5,46.81,2,14.1,3,0.586,female,Credit Card,Mobile,1,Nothing special but acceptable.
30,14.9,6.8,4,103.41,4,14.7,5,0.399,male,UPI,Laptop & Accessory,0,"App was fine, but moving on."
34,14.9,6.8,4,60.56,3,3.9,3,0.44,male,Credit Card,Grocery,0,Experience was fine overall.
41,11.2,7.5,5,109.06,3,8.8,5,0.388,male,UPI,Laptop & Accessory,1,Experience was fine overall.
58,13.5,4.4,2,82.29,2,12.1,2,0.476,female,UPI,Laptop & Accessory,0,Nothing special but acceptable.
46,20.5,7.9,5,157.43,1,1.0,5,0.546,female,Credit Card,Laptop & Accessory,1,Experience was fine overall.
36,13.0,5.1,6,29.63,2,14.5,4,0.475,female,E Wallet,Laptop & Accessory,1,Nothing special but acceptable.
30,6.0,3.6,2,72.87,2,9.4,2,0.431,male,Debit Card,Laptop & Accessory,1,
25,13.4,5.6,3,51.91,3,1.0,5,0.347,male,Credit Card,Mobile,0,Nothing special but acceptable.
42,10.3,6.8,4,75.56,2,8.2,3,0.469,male,E Wallet,Laptop & Accessory,1,
21,4.2,5.6,4,22.92,2,1.6,3,0.484,male,Debit Card,Mobile,1,Nothing special but acceptable.
21,6.3,4.1,1,82.15,3,16.4,3,0.332,female,Debit Card,Fashion,0,
53,37.8,6.1,3,146.94,5,8.7,5,0.513,female,Credit Card,Laptop & Accessory,1,Average service.
26,16.4,3.6,4,152.51,4,8.0,3,0.442,male,Debit Card,Mobile,1,Service okay—still leaving.
36,15.6,5.5,2,96.39,4,6.3,3,0.517,male,Debit Card,Laptop & Accessory,1,
23,6.3,5.9,6,145.36,1,14.1,3,0.541,female,E Wallet,Laptop & Accessory,1,
30,12.8,5.4,3,137.9,2,4.7,4,0.379,female,UPI,Laptop & Accessory,0,
48,13.2,5.4,2,99.99,3,7.2,4,0.324,male,Cash on Delivery,Fashion,0,"App was fine, but moving on."
26,13.1,4.3,3,154.34,2,11.9,5,0.562,male,Debit Card,Fashion,0,
36,7.5,5.6,5,150.84,1,12.9,3,0.476,female,Debit Card,Home & Kitchen,1,Nothing special but acceptable.
56,35.8,5.8,3,58.21,4,18.5,4,0.6,male,Debit Card,Laptop & Accessory,0,Service okay—still leaving.
40,9.2,5.5,0,35.21,4,6.3,4,0.294,male,Credit Card,Mobile,1,"Late deliveries, no offers."
47,24.0,8.1,4,157.62,3,7.1,4,0.45,female,Credit Card,Grocery,0,Average service.
34,16.3,4.6,1,98.43,2,8.5,3,0.345,female,Debit Card,Laptop & Accessory,1,Experience was fine overall.
38,11.2,4.4,8,117.46,2,15.1,3,0.654,male,Credit Card,Grocery,1,Great perks—staying!
24,27.5,6.9,3,172.86,4,10.7,5,0.592,male,Credit Card,Laptop & Accessory,0,
18,4.8,3.7,3,159.2,1,11.4,4,0.479,female,UPI,Grocery,0,Switching for better prices.
41,13.3,7.5,3,66.53,2,8.4,3,0.508,male,Credit Card,Mobile,1,Experience was fine overall.
18,3.7,6.0,3,105.66,1,13.3,5,0.375,female,UPI,Laptop & Accessory,1,
23,3.9,4.9,2,44.38,1,10.1,2,0.338,male,E Wallet,Mobile,0,
36,7.6,4.2,2,118.8,1,14.6,3,0.255,female,E Wallet,Home & Kitchen,0,Terrible experience. No perks.
28,9.5,7.4,4,148.39,2,18.4,3,0.655,female,Debit Card,Fashion,0,Great perks—staying!
19,4.2,4.7,1,90.16,1,19.8,2,0.225,female,Credit Card,Home & Kitchen,0,
19,3.7,1.8,2,103.93,2,1.0,2,0.329,male,Debit Card,Fashion,0,Switching for better prices.
39,9.6,7.0,3,87.16,2,7.0,3,0.349,female,UPI,Mobile,0,
38,13.5,4.9,6,92.85,2,13.7,4,0.232,male,UPI,Mobile,0,Average service.
45,11.5,4.3,3,272.8,3,16.1,4,0.598,female,Debit Card,Fashion,0,
41,8.8,3.8,1,89.71,2,10.4,3,0.339,male,Credit Card,Mobile,1,Experience was fine overall.
30,7.4,7.7,7,225.75,1,7.6,5,0.593,female,Debit Card,Home & Kitchen,1,Nothing special but acceptable.
25,13.6,6.5,3,97.04,2,17.4,4,0.512,female,Debit Card,Mobile,1,Service okay—still leaving.
24,13.1,7.3,4,70.66,2,3.5,3,0.535,male,Debit Card,Mobile,0,
24,11.3,3.2,5,203.82,2,15.4,4,0.491,male,E Wallet,Mobile,0,
45,10.6,7.2,6,79.8,2,10.6,4,0.392,female,Debit Card,Home & Kitchen,0,
30,36.8,6.8,4,31.4,4,10.9,2,0.361,male,E Wallet,Mobile,1,
34,18.8,4.6,4,161.97,2,4.8,4,0.487,male,UPI,Home & Kitchen,0,Average service.
29,16.3,5.2,4,42.98,2,12.6,3,0.409,female,Credit Card,Mobile,0,Nothing special but acceptable.
36,16.1,8.1,8,94.36,4,7.4,4,0.5,female,Debit Card,Home & Kitchen,0,
29,6.5,9.7,6,66.42,1,4.6,5,0.379,female,UPI,Fashion,0,Nothing special but acceptable.
57,13.4,5.4,5,70.49,2,22.5,2,0.461,male,Credit Card,Laptop & Accessory,0,
43,13.5,5.3,5,135.05,2,7.8,4,0.476,male,Debit Card,Grocery,0,
35,8.1,7.7,2,78.52,3,12.3,4,0.277,female,Debit Card,Laptop & Accessory,0,
40,43.0,8.6,2,206.53,6,19.8,5,0.667,male,Credit Card,Grocery,0,Very satisfied with value.
46,17.2,7.9,6,86.91,3,13.4,4,0.304,female,UPI,Home & Kitchen,1,Experience was fine overall.
51,11.8,3.6,3,47.44,2,5.4,4,0.219,female,Debit Card,Laptop & Accessory,0,"Late deliveries, no offers."
44,26.4,5.3,5,73.96,3,9.2,2,0.394,male,Credit Card,Home & Kitchen,1,Average service.
21,8.4,0.9,4,157.39,2,1.0,4,0.46,male,Credit Card,Home & Kitchen,0,Switching for better prices.
32,23.4,5.9,3,55.01,3,12.1,3,0.421,female,E Wallet,Mobile,0,"App was fine, but moving on."
34,18.8,5.9,4,141.99,3,4.5,5,0.624,female,E Wallet,Fashion,1,
29,10.8,3.6,6,56.0,2,7.8,1,0.465,female,UPI,Fashion,1,
52,12.1,6.4,1,92.46,2,15.9,3,0.25,female,Cash on Delivery,Fashion,1,Nothing special but acceptable.
38,18.0,7.9,2,179.61,3,1.0,5,0.583,male,Credit Card,Mobile,1,
30,5.7,5.9,2,57.48,2,9.8,2,0.207,female,Credit Card,Fashion,0,
38,14.5,4.5,6,77.56,3,14.4,3,0.377,male,UPI,Grocery,1,
32,12.4,8.2,6,188.37,2,6.2,4,0.507,female,Credit Card,Grocery,0,Experience was fine overall.
18,13.9,3.4,3,156.66,2,13.5,4,0.234,female,E Wallet,Laptop & Accessory,0,Terrible experience. No perks.
51,11.5,5.5,3,91.17,4,18.1,2,0.422,female,UPI,Laptop & Accessory,0,Nothing special but acceptable.
50,11.9,5.4,1,108.56,2,1.0,4,0.333,male,Credit Card,Mobile,0,
60,23.8,5.7,2,62.17,3,10.0,4,0.457,female,Credit Card,Mobile,0,
39,37.4,5.6,5,29.03,4,16.5,1,0.429,male,UPI,Grocery,0,
29,9.2,7.0,0,42.75,2,7.7,3,0.296,male,UPI,Fashion,0,Nothing special but acceptable.
43,20.3,5.1,3,89.47,3,11.5,3,0.507,female,Debit Card,Laptop & Accessory,0,Experience was fine overall.
46,12.0,6.0,4,154.84,2,13.3,4,0.578,female,Debit Card,Mobile,1,
49,16.4,4.9,5,107.19,1,14.6,4,0.38,male,Debit Card,Fashion,0,Experience was fine overall.
52,22.3,6.7,4,84.1,3,7.6,3,0.457,male,UPI,Grocery,0,Nothing special but acceptable.
37,31.1,7.8,1,250.41,5,11.6,5,0.587,female,Credit Card,Mobile,0,Average service.
31,17.6,5.6,2,52.15,3,16.8,3,0.445,male,Debit Card,Home & Kitchen,1,
24,11.1,3.6,5,225.51,1,18.2,5,0.633,male,Credit Card,Laptop & Accessory,0,
66,21.7,7.0,5,79.28,3,15.5,3,0.319,female,Debit Card,Home & Kitchen,0,Average service.
38,12.5,6.7,2,75.26,2,15.1,4,0.475,male,Debit Card,Laptop & Accessory,1,Switching for better prices.
32,36.0,5.9,8,42.13,4,10.6,3,0.584,female,Credit Card,Grocery,0,
46,16.6,7.2,5,68.96,4,15.5,3,0.439,female,Credit Card,Home & Kitchen,1,
48,17.0,5.1,3,112.26,3,9.0,4,0.457,male,Credit Card,Grocery,1,Nothing special but acceptable.
40,10.8,5.4,2,188.51,4,14.8,4,0.504,female,Debit Card,Fashion,0,Nothing special but acceptable.
44,18.1,3.9,4,395.79,2,14.7,3,0.423,female,Credit Card,Laptop & Accessory,1,
40,11.3,5.8,5,94.26,2,6.6,4,0.537,male,Debit Card,Laptop & Accessory,0,Average service.
28,12.3,2.8,4,41.39,2,1.0,3,0.338,female,Credit Card,Fashion,1,
41,14.0,4.8,3,47.07,2,7.7,2,0.302,female,E Wallet,Home & Kitchen,0,Nothing special but acceptable.
33,26.0,3.5,5,97.82,2,11.7,3,0.44,male,Debit Card,Laptop & Accessory,0,
41,21.8,7.2,7,48.1,2,10.5,4,0.462,male,Debit Card,Mobile,0,Experience was fine overall.
33,9.9,7.7,4,80.63,2,1.0,5,0.48,female,E Wallet,Grocery,1,"App was fine, but moving on."
25,7.8,6.1,4,128.54,3,9.8,4,0.533,female,Credit Card,Fashion,1,Nothing special but acceptable.
23,19.4,5.1,1,92.17,2,10.8,4,0.397,male,UPI,Laptop & Accessory,1,Service okay—still leaving.
34,11.8,3.0,3,74.92,3,11.6,4,0.407,female,Credit Card,Mobile,0,Average service.
35,17.4,9.1,6,172.15,3,1.0,5,0.561,male,E Wallet,Mobile,0,Average service.
55,31.5,7.8,6,99.08,6,7.5,4,0.768,male,E Wallet,Laptop & Accessory,1,Very satisfied with value.
34,6.8,8.0,5,91.53,2,17.0,5,0.322,male,Credit Card,Grocery,1,Experience was fine overall.
37,17.6,5.8,7,227.05,3,1.9,5,0.553,female,Debit Card,Mobile,0,
60,14.8,4.5,5,133.13,3,21.5,3,0.374,male,Credit Card,Laptop & Accessory,0,
34,28.7,5.8,3,103.99,4,10.2,3,0.401,non-binary,Debit Card,Home & Kitchen,1,"App was fine, but moving on."
27,34.2,7.4,6,88.35,4,14.3,4,0.585,male,Cash on Delivery,Home & Kitchen,1,Experience was fine overall.
18,2.4,5.9,4,84.21,2,13.5,3,0.453,male,Credit Card,Laptop & Accessory,1,Switching for better prices.
26,28.9,8.2,4,83.17,4,11.8,4,0.465,non-binary,UPI,Home & Kitchen,1,Nothing special but acceptable.
48,17.4,4.2,4,102.09,2,9.6,3,0.432,male,Debit Card,Mobile,1,
31,25.3,4.3,1,64.94,2,10.0,3,0.417,male,Debit Card,Fashion,1,Experience was fine overall.
49,29.9,5.6,2,71.59,4,6.0,3,0.56,male,Credit Card,Home & Kitchen,0,"App was fine, but moving on."
36,13.7,6.0,1,24.14,2,8.1,2,0.463,female,UPI,Fashion,0,
44,24.2,8.4,1,38.89,3,8.7,3,0.483,female,Debit Card,Fashion,0,Service okay—still leaving.
21,34.7,8.0,3,139.73,3,15.7,4,0.494,female,Cash on Delivery,Mobile,0,
29,17.3,8.7,5,228.06,3,8.8,5,0.718,male,Debit Card,Laptop & Accessory,0,
40,8.7,6.6,5,82.4,3,5.1,4,0.469,female,UPI,Laptop & Accessory,0,Average service.
35,13.0,8.4,3,67.08,4,12.3,4,0.52,male,Credit Card,Home & Kitchen,0,Nothing special but acceptable.
51,13.5,3.4,6,100.86,2,12.1,3,0.428,male,UPI,Laptop & Accessory,1,Experience was fine overall.
18,2.0,1.5,4,146.49,1,15.1,2,0.561,female,Debit Card,Mobile,1,
49,28.8,6.0,1,118.17,3,10.8,4,0.528,female,Credit Card,Mobile,1,
31,8.2,7.1,4,77.02,1,9.0,3,0.324,female,E Wallet,Home & Kitchen,0,Switching for better prices.
49,13.2,6.0,5,92.28,2,13.2,3,0.498,female,UPI,Laptop & Accessory,0,
30,6.1,4.2,3,56.76,2,12.2,2,0.295,female,Credit Card,Grocery,0,
35,7.3,4.4,3,134.61,2,7.9,4,0.507,female,Credit Card,Mobile,0,Average service.
29,37.0,5.1,2,164.58,4,6.3,3,0.544,male,Debit Card,Mobile,1,"App was fine, but moving on."
28,6.0,6.5,4,184.72,1,12.0,5,0.449,female,Debit Card,Home & Kitchen,0,Average service.
26,16.4,3.0,3,65.21,2,12.3,3,0.314,female,Credit Card,Home & Kitchen,0,
51,12.4,5.3,4,86.58,3,11.0,3,0.405,male,Debit Card,Mobile,0,Nothing special but acceptable.
40,18.9,5.4,2,131.99,2,9.8,3,0.328,female,Debit Card,Mobile,1,
34,19.4,5.8,2,76.6,3,8.6,3,0.342,female,UPI,Mobile,1,
36,12.4,3.7,8,35.25,2,4.2,3,0.646,male,UPI,Mobile,0,
48,12.3,4.8,3,51.67,3,9.6,2,0.408,female,Credit Card,Grocery,0,Average service.
34,10.2,3.4,0,88.39,2,16.4,3,0.347,male,Debit Card,Laptop & Accessory,0,Experience was fine overall.
48,12.4,7.0,6,158.48,2,12.3,4,0.511,male,Credit Card,Laptop & Accessory,0,Experience was fine overall.
36,23.2,8.9,7,133.55,4,16.4,4,0.566,male,Credit Card,Home & Kitchen,1,
34,35.6,5.5,4,121.05,3,9.8,5,0.577,female,Credit Card,Mobile,0,
18,4.4,2.9,2,372.79,1,15.8,4,0.715,male,Credit Card,Laptop & Accessory,1,Very satisfied with value.
48,12.3,4.9,3,25.01,3,11.4,3,0.138,female,UPI,Home & Kitchen,0,
37,10.2,5.0,3,98.05,2,6.3,4,0.538,female,UPI,Laptop & Accessory,1,Average service.
35,9.5,3.9,2,53.05,3,10.3,2,0.222,female,Credit Card,Mobile,0,Nothing special but acceptable.
27,14.4,3.5,6,67.37,2,7.6,3,0.51,female,UPI,Home & Kitchen,0,
37,8.3,3.8,2,88.71,3,2.8,4,0.441,female,Debit Card,Mobile,0,Average service.
41,42.4,6.3,3,135.96,6,8.0,5,0.676,female,Credit Card,Mobile,1,Very satisfied with value.
18,5.8,7.3,4,120.28,1,9.7,5,0.343,male,UPI,Fashion,1,"App was fine, but moving on."
46,24.8,6.3,3,99.39,3,5.3,4,0.581,male,Debit Card,Mobile,1,
23,14.8,7.1,6,53.02,1,6.3,4,0.461,male,Debit Card,Laptop & Accessory,0,
30,9.6,7.3,5,194.04,3,13.8,4,0.493,female,Debit Card,Mobile,1,Switching for better prices.
22,11.8,6.0,2,103.1,3,6.8,3,0.519,non-binary,Credit Card,Mobile,0,"App was fine, but moving on."
32,16.8,7.5,1,101.84,3,13.3,4,0.426,male,Credit Card,Home & Kitchen,1,Average service.
49,18.6,1.7,1,43.95,2,1.0,1,0.344,female,UPI,Mobile,0,
32,11.5,9.6,6,499.49,1,6.9,5,0.76,female,Credit Card,Home & Kitchen,1,"App was fine, but moving on."
44,14.3,8.0,7,48.78,2,2.9,4,0.345,male,Credit Card,Home & Kitchen,0,
59,16.1,7.8,5,54.68,3,20.9,4,0.428,male,Credit Card,Mobile,0,Switching for better prices.
41,19.1,7.6,3,116.66,3,6.8,5,0.48,male,Credit Card,Home & Kitchen,0,
27,62.1,7.4,4,124.8,5,9.3,4,0.762,male,UPI,Laptop & Accessory,1,
33,8.6,4.4,6,82.67,1,5.9,3,0.396,female,Debit Card,Laptop & Accessory,0,
43,29.0,8.7,3,76.46,4,10.7,3,0.559,female,Debit Card,Grocery,1,Switching for better prices.
38,11.8,6.8,3,124.48,3,16.0,4,0.554,male,Credit Card,Laptop & Accessory,0,
39,22.0,5.0,2,122.82,3,14.6,4,0.313,male,Debit Card,Grocery,0,Switching for better prices.
48,18.4,6.6,3,119.96,3,14.9,3,0.414,female,Debit Card,Mobile,1,
38,9.8,1.2,3,115.73,1,8.4,3,0.435,female,Debit Card,Grocery,0,"App was fine, but moving on."
43,56.1,6.8,3,72.29,6,13.9,3,0.595,male,Credit Card,Fashion,0,Average service.
28,5.4,4.5,1,67.85,1,7.4,3,0.311,female,E Wallet,Fashion,1,"App was fine, but moving on."
43,27.1,4.6,2,72.49,4,7.0,1,0.417,female,Debit Card,Home & Kitchen,0,Nothing special but acceptable.
32,12.0,5.0,1,146.09,2,8.5,3,0.384,male,UPI,Fashion,1,Experience was fine overall.
50,19.5,6.7,5,114.41,4,15.1,4,0.39,male,Credit Card,Home & Kitchen,0,
37,21.7,7.4,5,37.92,3,10.2,3,0.515,female,Debit Card,Mobile,0,Nothing special but acceptable.
31,16.5,6.7,0,155.74,2,18.9,4,0.456,female,Debit Card,Mobile,0,Service okay—still leaving.
34,9.1,7.2,3,59.09,3,7.0,3,0.315,male,Cash on Delivery,Laptop & Accessory,0,
36,25.1,6.1,3,68.57,3,10.4,3,0.367,female,Cash on Delivery,Grocery,1,
42,13.0,6.5,5,84.53,1,12.6,2,0.445,female,Debit Card,Fashion,0,Service okay—still leaving.
26,22.8,6.4,7,148.16,3,2.0,4,0.61,female,Debit Card,Home & Kitchen,1,"App was fine, but moving on."
44,48.0,8.6,10,105.83,6,15.6,4,0.768,female,Credit Card,Home & Kitchen,0,Switching for better prices.
35,6.9,6.6,3,52.05,2,12.4,4,0.397,male,E Wallet,Grocery,1,"App was fine, but moving on."
34,31.5,8.0,4,105.28,3,8.8,5,0.528,male,Credit Card,Grocery,0,Nothing special but acceptable.
40,20.1,6.6,3,146.64,3,4.9,4,0.636,female,Credit Card,Home & Kitchen,1,Very satisfied with value.
26,34.8,8.0,5,48.43,4,1.0,5,0.712,female,Cash on Delivery,Home & Kitchen,1,Service okay—still leaving.
35,38.1,7.0,3,125.18,4,7.5,4,0.506,female,Debit Card,Mobile,1,Nothing special but acceptable.
33,8.7,5.6,4,39.36,2,7.1,3,0.185,male,Debit Card,Grocery,1,
42,8.9,6.6,3,214.39,2,9.6,4,0.396,female,UPI,Grocery,1,Experience was fine overall.
18,3.2,2.4,3,103.04,2,1.0,3,0.492,female,Debit Card,Grocery,1,Average service.
39,19.0,6.2,4,165.72,3,8.3,4,0.686,non-binary,Credit Card,Grocery,1,
59,13.6,6.0,1,74.84,3,3.7,4,0.313,female,UPI,Mobile,1,
23,5.8,4.1,3,135.1,2,10.7,4,0.352,male,Debit Card,Home & Kitchen,0,
18,14.8,4.9,5,118.59,2,4.6,5,0.604,male,Cash on Delivery,Grocery,1,Very satisfied with value.
34,10.1,4.7,5,85.48,1,1.1,3,0.462,male,Credit Card,Grocery,0,Average service.
18,9.7,6.1,4,102.74,3,10.7,4,0.353,female,Credit Card,Mobile,0,
45,9.9,6.5,8,97.53,4,5.2,4,0.5,female,UPI,Laptop & Accessory,1,
19,3.0,7.8,1,122.86,2,10.1,5,0.249,female,Debit Card,Mobile,1,
35,9.3,7.6,4,218.12,2,8.2,5,0.604,male,Credit Card,Mobile,1,
18,9.8,7.2,4,81.24,2,3.4,4,0.507,female,Debit Card,Fashion,1,Nothing special but acceptable.
37,10.1,5.1,6,63.0,3,1.8,4,0.337,male,Credit Card,Home & Kitchen,1,Switching for better prices.
54,21.5,5.6,4,120.66,3,8.6,4,0.383,male,E Wallet,Laptop & Accessory,1,
30,15.3,5.8,4,162.75,3,13.6,4,0.476,female,UPI,Fashion,0,Nothing special but acceptable.
57,26.0,7.7,9,77.74,2,8.8,4,0.578,female,Debit Card,Home & Kitchen,1,
40,11.5,6.3,6,62.5,2,13.6,4,0.485,female,Debit Card,Grocery,0,Average service.
34,24.9,5.5,2,320.66,3,9.7,3,0.587,male,Debit Card,Laptop & Accessory,0,
34,16.9,6.9,6,116.67,3,6.8,3,0.649,male,Debit Card,Fashion,1,
24,13.0,6.0,2,80.35,2,6.0,4,0.457,female,Credit Card,Grocery,1,Nothing special but acceptable.
36,43.2,8.1,2,73.02,5,11.1,3,0.682,female,Debit Card,Home & Kitchen,1,"Loyal customer, happy so far."
41,10.9,5.6,6,131.85,2,8.3,3,0.439,male,UPI,Mobile,0,
51,13.8,5.6,1,138.01,1,11.8,4,0.357,male,Debit Card,Laptop & Accessory,0,
28,12.0,6.6,6,116.33,2,7.6,4,0.358,male,Debit Card,Mobile,0,
33,14.4,7.9,4,66.98,2,11.0,3,0.253,female,Debit Card,Fashion,1,
36,7.8,7.5,5,126.35,1,11.9,4,0.444,male,UPI,Laptop & Accessory,0,
33,17.1,7.5,4,88.09,4,4.3,4,0.476,male,E Wallet,Laptop & Accessory,0,
51,14.8,5.0,4,69.85,2,10.3,1,0.321,female,Credit Card,Laptop & Accessory,1,
33,28.8,7.2,4,118.91,5,10.1,5,0.619,female,Cash on Delivery,Laptop & Accessory,1,"Loyal customer, happy so far."
54,47.8,4.8,5,407.16,5,13.3,5,0.767,male,UPI,Home & Kitchen,1,Great perks—staying!
26,7.7,3.7,4,71.97,3,15.4,2,0.135,female,Debit Card,Grocery,0,Terrible experience. No perks.
20,23.1,7.1,1,207.74,4,3.7,5,0.514,male,UPI,Mobile,0,Experience was fine overall.
45,39.8,6.9,4,85.56,5,8.4,4,0.482,female,E Wallet,Laptop & Accessory,0,Nothing special but acceptable.
38,9.6,4.6,1,134.6,1,7.0,3,0.477,male,UPI,Home & Kitchen,1,Experience was fine overall.
56,13.4,7.0,4,44.59,3,3.8,4,0.227,male,Credit Card,Home & Kitchen,0,Experience was fine overall.
34,8.3,5.6,4,141.49,2,8.9,4,0.427,female,UPI,Laptop & Accessory,0,
18,4.1,5.3,3,85.5,2,15.4,3,0.315,male,UPI,Fashion,0,Experience was fine overall.
35,9.1,5.3,7,146.51,1,15.5,3,0.497,male,Debit Card,Home & Kitchen,0,
35,27.5,6.6,6,73.43,4,15.5,3,0.589,male,UPI,Laptop & Accessory,0,
25,13.3,7.7,4,79.04,3,12.4,4,0.391,female,UPI,Laptop & Accessory,0,
29,8.9,5.6,4,218.14,1,1.0,4,0.515,male,Debit Card,Home & Kitchen,1,Average service.
61,35.0,4.9,4,171.14,4,6.7,5,0.494,male,E Wallet,Mobile,0,Service okay—still leaving.
27,12.0,6.0,0,181.25,2,15.2,3,0.416,male,Debit Card,Home & Kitchen,1,
33,13.6,4.9,3,136.66,1,14.0,3,0.463,male,Debit Card,Mobile,1,Experience was fine overall.
43,10.1,8.1,5,64.62,3,5.2,4,0.363,male,UPI,Grocery,1,
29,29.4,8.5,5,168.4,3,8.0,4,0.608,male,Credit Card,Laptop & Accessory,1,"Loyal customer, happy so far."
56,59.3,9.6,5,101.6,5,14.5,4,0.585,male,Credit Card,Fashion,1,Experience was fine overall.
29,41.1,8.8,6,94.16,3,12.4,4,0.741,male,UPI,Laptop & Accessory,0,Great perks—staying!
30,8.8,7.8,2,92.45,3,14.1,3,0.529,female,Debit Card,Laptop & Accessory,0,Nothing special but acceptable.
18,18.3,5.2,2,55.97,2,13.7,3,0.497,male,UPI,Mobile,0,
33,9.9,9.0,4,58.57,1,16.5,3,0.351,male,UPI,Mobile,0,Service okay—still leaving.
62,23.8,6.4,4,110.9,2,15.3,5,0.578,female,Credit Card,Fashion,0,
40,8.9,5.2,4,55.44,1,7.0,3,0.383,male,UPI,Laptop & Accessory,1,
44,43.7,5.8,3,23.88,4,7.0,3,0.383,female,Credit Card,Laptop & Accessory,0,Experience was fine overall.
18,9.3,8.9,8,31.31,2,17.3,2,0.68,female,Debit Card,Mobile,1,
48,14.1,1.3,2,51.12,1,13.5,2,0.196,female,UPI,Fashion,0,
31,10.0,2.5,1,28.84,2,1.2,2,0.185,non-binary,E Wallet,Mobile,0,Nothing special but acceptable.
18,44.4,6.8,3,215.91,4,9.5,5,0.725,male,Credit Card,Mobile,0,Great perks—staying!
23,6.6,3.4,0,107.91,1,6.7,4,0.404,male,Cash on Delivery,Home & Kitchen,1,
39,8.0,6.4,5,68.04,1,15.1,3,0.376,male,Credit Card,Grocery,0,Average service.
32,10.8,6.1,2,34.34,2,4.5,4,0.503,non-binary,UPI,Fashion,1,Experience was fine overall.
35,15.0,4.9,5,75.42,5,8.6,3,0.59,male,Credit Card,Home & Kitchen,0,
43,11.6,6.1,2,51.45,2,9.6,3,0.468,male,E Wallet,Mobile,1,Average service.
43,9.7,5.8,3,177.6,2,11.5,4,0.287,female,Debit Card,Home & Kitchen,0,
40,11.3,7.0,5,73.41,1,16.0,3,0.449,female,Credit Card,Laptop & Accessory,1,
32,9.2,6.7,6,140.27,2,12.8,5,0.426,female,UPI,Grocery,0,Nothing special but acceptable.
18,6.5,9.4,6,50.76,2,11.8,4,0.517,male,Credit Card,Laptop & Accessory,1,Nothing special but acceptable.
33,10.9,4.1,2,67.5,3,10.3,3,0.387,female,Debit Card,Home & Kitchen,0,
40,8.2,7.7,5,166.99,2,11.1,5,0.488,female,Credit Card,Laptop & Accessory,1,Experience was fine overall.
38,14.2,6.6,9,46.83,2,9.6,4,0.549,female,Credit Card,Fashion,0,
52,32.2,8.0,6,176.8,4,1.0,5,0.581,female,Debit Card,Fashion,0,Average service.
38,8.7,5.1,3,51.85,2,10.1,3,0.392,male,Credit Card,Fashion,0,"App was fine, but moving on."
41,11.3,6.8,1,131.9,2,5.8,5,0.462,female,Debit Card,Laptop & Accessory,1,
42,10.5,4.7,3,84.45,3,11.4,3,0.333,male,Credit Card,Grocery,1,Average service.
42,27.0,8.0,4,79.8,4,10.8,4,0.435,female,E Wallet,Fashion,1,
29,16.7,5.9,3,69.93,2,11.6,3,0.425,female,Credit Card,Grocery,0,Average service.
31,19.2,5.5,0,49.3,4,22.3,1,0.212,female,UPI,Mobile,1,
44,17.1,8.1,2,119.49,3,15.9,2,0.442,female,Credit Card,Grocery,0,Average service.
46,21.6,6.5,0,88.75,4,6.6,3,0.444,male,UPI,Laptop & Accessory,1,Average service.
30,17.2,5.8,7,171.53,2,2.6,5,0.559,female,UPI,Grocery,0,
46,33.5,8.3,5,139.44,4,1.3,5,0.637,male,Credit Card,Laptop & Accessory,1,
26,4.5,8.4,1,72.28,1,10.0,3,0.322,female,Credit Card,Laptop & Accessory,0,Switching for better prices.
40,24.8,3.7,4,58.35,2,10.6,3,0.449,male,UPI,Grocery,1,Switching for better prices.
44,30.9,7.6,2,93.74,3,15.9,4,0.414,female,E Wallet,Mobile,1,Nothing special but acceptable.
24,12.3,9.1,4,77.05,3,22.1,4,0.399,female,UPI,Mobile,1,Service okay—still leaving.
40,9.7,3.9,3,97.77,2,4.8,4,0.562,non-binary,Debit Card,Fashion,0,
30,14.8,7.5,4,85.39,2,12.5,5,0.42,female,UPI,Mobile,0,Experience was fine overall.
30,10.8,8.1,6,167.14,3,9.8,4,0.57,female,E Wallet,Fashion,0,
33,27.6,8.6,2,118.77,2,1.0,5,0.569,male,Credit Card,Mobile,1,Average service.
18,6.7,5.3,6,178.83,1,7.5,4,0.55,female,Credit Card,Mobile,0,
44,16.4,5.8,4,61.86,3,14.5,3,0.264,female,Credit Card,Home & Kitchen,0,Average service.
28,5.4,4.2,4,43.7,2,11.3,3,0.398,male,UPI,Laptop & Accessory,1,
30,16.4,4.8,3,156.59,3,7.6,4,0.495,non-binary,Credit Card,Home & Kitchen,1,Experience was fine overall.
